,관광지명,검색명,분류,주소,좌표(x),좌표 (y),봄,여름,가을,겨울,여자,남자,10대,20대,30대,40대,50대,60대,운영시간,주차장소,소요시간,사진,설명,휴일,전화번호,홈페이지
422,세종로공원,세종로공원,A02020700,서울특별시 종로구 세종대로 175,126.9760710456,37.5734839509,25.0,28.0,22.0,24.0,62.0,38.0,0.0,3.0,12.0,37.0,30.0,18.0,,"세종로 주차장 이용 (24시간 운영, 유료)",None,http://tong.visitkorea.or.kr/cms/resource/97/1568197_image3_1.jpg,"세종로공원은 서울의 중심인 광화문 네거리에서 광화문에 이르는 세종로에 있는 공원으로 세종문화회관 오른편에 조성되었다. 공원 내에는 그늘집과 나무의자가 곳곳에 설치되어 인근 직장인들에게 도심 속의 휴식공간을 제공한다. 또한, 분수대와 야외원형 무대, 각종 조형물이 들어서 깔끔하고 정돈된 분위기에 세종로주차장과 연결되어 있어 주말에는 야외결혼식장으로 이용되기도 한다. 이외에도 우리나라 자유시의 효시인 '불놀이'를 지은 주요한 선생의 시비와 '서울의 찬가' 노래비가 건립되어 있다.<br>",연중무휴,02-2148-2841,http://parks.seoul.go.kr
423,세종문화회관,세종문화회관,A02060600,서울특별시 종로구 세종대로 175,126.9760488661,37.572064670799996,13.0,19.0,52.0,16.0,78.0,22.0,0.0,1.0,14.0,68.0,14.0,4.0,"공연, 전시에  따라 다름",세종로공영주차장 지하2층~지하6층,,http://tong.visitkorea.or.kr/cms/resource/33/572333_image3_1.jpg,"세종문화회관은 시민의 문화향수 기회를 확대하고 문화창달에 기여할 수 있는 문화예술공간의 조성과 운영 등을 통해 서울시 시민문화복지 구현에 이바지할 것을 목적으로 1999년 7월 1일 재단법인으로 출범하였다. 
 세종문화회관은 고객 눈높이 운영을 통해 공연예술의 질적 향상을  꽤하는 동시에 편안한 휴식공간으로 변신하려는 노력을 기울이고 있으며,  그러한 노력의 결과 2007년 대대적인 리모델링을 완료하여 세종대극장, 세종M씨어터, 세종체임버홀, 미술관 등 다양한  부대시설을 보유한 복합문화예술센터로서 자리매김하기에 이르렀다.
 공연 내적인 분야에서도 세종문화회관 산하 9개 예술단체를 중심으로 전통공연과 클래식, 크로스오버 공연까지 다양한 장르의 공연을 통해 시민들의 문화 향수 기회를 더욱 신장시키기 위해 노력을 다하고 있다.

*개관일 : 1978년 4월 14일<br>","공연, 전시에  따라 다름",02-399-1000,http://www.sejongpac.or.kr
424,세종이야기,세종이야기,A02060200,서울특별시 종로구 세종대로 지하 175,126.9768876789,37.5720202467,41.0,14.0,15.0,29.0,70.0,30.0,0.0,7.0,14.0,31.0,24.0,23.0,"* 상설전시 : 10:00~20:00(19:30 입장마감)<br />
* 4D체험관 : 10:30~19:00<br />
* 상설체험 : 10:30~19:00",세종로 주차장 지하 2층 A구역 쪽에 주차,,http://tong.visitkorea.or.kr/cms/resource/39/2549139_image3_1.jpg,"광화문역 지하 3,200㎡ 공간에 마련된 '세종이야기'는 인간 세종과 그의 민본사상, 한글창제 등 기획전시존을 비롯해 6개 첨단 전시존과 이벤트 마당, 영상관, 뮤지엄샵 등의 공간으로 꾸며졌다.""백성은 나라의 근본이요, 밥은 백성의 하늘이다."" 세종대왕은 서기 1397년 5월 15일 한성부준수방(지금의 서울 통인동)에서 조선 3대 임금인 태종과 원경왕후 민씨의 셋째 아들로 태어나시다. 22살이던 1418년 아버지인 태종의 양위를 받아 조선 4대 임금으로 즉위하였다. 세종대왕은 지극한 애민 정신과 민본 사상에 기초하여 한글을 반포하고, 과학기술, 문화예술, 군사, 외교, 농경, 천문 등 여러 분야에서 조선 시대의 르네상스를 이룩하였다.""세종이야기""는 위대한 성군 세종대왕의 업적을 기리고 오늘의 시대정신으로 되살려 소통과 통합의 공간으로 자리할 것이다.<br>","매주 월요일(단, 월요일이 법정공휴일인 경우에는 정상개관하고, 공휴일 다음의 첫번째 평일에 휴관)",세종이야기 02-399-1000,http://www.sejongstory.or.kr
425,세화미술관,세화미술관,A02060500,서울특별시 종로구 새문안로 68,126.97216040040001,37.5696176634,0.0,39.0,42.0,19.0,46.0,54.0,0.0,4.0,8.0,36.0,40.0,12.0,"10:00~18:00 (매표마감 17:30) <br />
※ 문화가 있는 날(매달 마지막 주 수요일) 21:00까지",주차 가능,,http://tong.visitkorea.or.kr/cms/resource/07/1895007_image3_1.jpg,"세화미술관(구, 일주&선화갤러리)는 보고 즐기고 소통하는 미디어 아트/영상 및 다양한 매체의 현대미술을 제공하며 미디어갤러리_일주아트스페이스, 아카이브, 아트큐브가 함께하는 생동적인 다기능 문화공간(Multi-space)이다.<br>",매주 월요일,세화미술관 02-2002-7787,https://www.sehwamuseum.org
426,소극장 혜화당,소극장 혜화당,A02060600,서울특별시 종로구 대학로12길 63,127.0039905042,37.5812141092,24.0,24.0,27.0,25.0,28.0,72.0,0.0,2.0,9.0,32.0,33.0,24.0,공연마다 다름,주차 가능(주차 공간 협소),,,"소극장 혜화당은 대학로에서 점점 사라져가고 있는 순수 민간창작공간인 ‘소극장’을 지키기 위해 연극인들이 연대해서 만든 창작 페스티벌 전용극장이다. 배우, 작가, 연출 등 9인의 운영위원으로 구성하여 공동운영하고 있으며 학연, 지연, 스펙을 넘어 오직 연극에 대한 열정만 있으면 누구라도 참여할 수 있는 협치와 연대를 소중히 여기는 소극장이다.<br>",,소극장 혜화당 02-742-1505,https://blog.naver.com
427,소림사(서울),소림사,A02010800,서울특별시 종로구 세검정로 241-3,126.9587079507,37.6013470673,23.0,23.0,35.0,19.0,70.0,30.0,0.0,4.0,19.0,44.0,22.0,11.0,,있음,None,http://tong.visitkorea.or.kr/cms/resource/66/1568466_image3_1.jpg,"소림사는 서울시 종로구 홍지동 80-1번지에 자리한 대한불교조계종 직할사찰이다. 인왕산을 앞에 두고 북악산을 뒤로한 공기 맑고 풍경 좋은 세검정(洗劍亭). 북악산으로부터 흘러내리는 계곡물 한가운데 자리하고 있는 세검정은 인조반정 당시 이귀, 김유 등이 칼을 씻고 창의문을 통하여 궁궐로 들어갔다는 이야기로 유명한 역사의 산실이다. 이 세검정 맞은편 산허리에 소림사는 자리한다. <br /><br />세검정에서 바라보는 소림사의 전경은 나무숲에 가려져 아주 고즈넉해 보인다. 비구니 수행도량으로 화려한 장식의 다른 사찰들 보다 오히려 아늑하고 편안한 느낌을 준다. 경내에 들어서면 불공을 드릴 수 있는 작은 법당과 그 앞 작은 마당의 한 가운데를 꽉 채우는 석탑, 말끔하게 정리된 모습에서 소박한 멋을 배우게 된다.<br /><br />소림사(小林寺)는 그 이름에서 알 수 있듯이 달마대사가 9년 동안 면벽좌선한 곳인 중국의 숭산 소림사에서 유래되었다. 조선 태조가 즉위하기 전 이곳의 작은 굴에서 기도하여 뜻을 이루자 1396년(태조 5) 당대의 선승으로 이름을 날리던 혜철(惠哲)선사로 하여금 절을 짓게 하고 ‘소림굴(小林窟)’이란 편액 내렸다고 것이다. 이후 1817년(순조 17)에 관해(觀海)스님이 중건하면서 '소림사'라 개칭하여 현재까지 그대로 불리고 있다.<br>",연중무휴,02-394-2145,
428,소마미술관,소마미술관,A02060500,서울특별시 송파구 올림픽로 424,127.12431456729999,37.5218287295,15.0,21.0,45.0,19.0,36.0,64.0,0.0,3.0,8.0,32.0,30.0,27.0,"10:00~18:00(입장마감 17:20)<br />
※ 단, 전시마다 달라질 수 있음",주차 가능,1시간 내외,http://tong.visitkorea.or.kr/cms/resource/06/2031406_image3_1.jpg,"88서울올림픽의 문화적 성과를 재조명하고 자연과 공존하는 소통의 문화공간 조성을 위해 2004년 9월 개관하였다. 222점의 조각작품과 국내 최초의 드로잉센터와 아카이브를 설립하고 다양한 전시활동은 물론이고 사회봉사, 어린이 교육프로그램 등 국민의 삶을 풍요롭게 하는 사회기관이며 열린 문화공간으로의 역할에 충실하고 있다. 2004년 9월 미술관 개관<br>","매주 월요일 (전시마다 달라질 수 있음), 1월 1일, 설날/추석 당일",02-425-1077,http://soma.kspo.or.kr
429,손기정기념관,손기정기념관,A02060200,서울특별시 중구 손기정로 101,126.9663390685,37.556907925,54.0,20.0,12.0,14.0,38.0,62.0,0.0,1.0,6.0,28.0,41.0,25.0,"동절기 10:00~17:00 <br />
하절기 10:00~18:00 <br />
※ 종료 1시간 전까지 입장 가능","주차 가능 (일반차량 : 손기정체육공원 공영주차장 이용)<br />
* 대형버스의 경우 02-364-1936으로 문의",약 1시간,http://tong.visitkorea.or.kr/cms/resource/42/2037942_image3_1.jpg,"※ 리뉴얼공사로 인한 휴관(2020.05.06 ~ 공사 완료시까지)
손기정 기념관은 나라를 잃은 어려운 시절, 세계를 제패해 우리 민족의 긍지를 높여준 손기정 선수(1936년 베를린 올림픽 마라톤 금메달리스트)의 뜻을 기리고, 국제적인 스포츠 관광자원으로 개발하고자 1918년 만리동에 건립된 손기정 선수(21회 졸업)의 모교인 양정의숙 건물을 리모델링하여 손기정 탄생 100주년인 2012년 10월 14일에 개관하였다. 베를린 올림픽 마라톤 우승을 이뤄내기까지의 손기정 선수 일대기 중심의 컨텐츠 연출 및 민족과 국가의 소중함을 일깨워주는 일화 중심의 전시기획과  관람객 참여요소를 곳곳에 배치하여 전시의 이해와 몰입도를 높인다. 기존의 기념관과는 차별화된 애니메이션 영상과 참여 게임을 통해 성인은 물론 어린이 관람객에게 즐겁고 풍성한 볼거리 및 바른 역사인식의 기회를 제공한다.<br>","매주 월요일 (단 월요일이 공휴일인 경우 그 다음날), 1월 1일, 설날, 추석, 기타 별도로 정하는 휴관일",02-364-1936,http://www.sonkeechung.com
430,송암사,송암사,A02010800,서울특별시 노원구 덕릉로145길 101,127.0886465712,37.682351097,25.0,25.0,50.0,0.0,59.0,41.0,0.0,0.0,6.0,33.0,22.0,38.0,일출~일몰,주차 가능,None,http://tong.visitkorea.or.kr/cms/resource/88/739088_image3_1.jpg,송암사는 서울 노원구에 위치한 사찰이다.<br>,연중무휴,02-936-5722,
431,송파나루공원(석촌호수),송파나루공원,A02020700,서울특별시 송파구 삼학사로 136,127.0979728676,37.5095713442,26.0,26.0,20.0,28.0,66.0,34.0,0.0,0.0,4.0,14.0,31.0,50.0,24시간,있음(주차장 5개소),None,http://tong.visitkorea.or.kr/cms/resource/77/758577_image3_1.jpg,"현재의 석촌호수 북쪽 잠실벌은 서호의 남쪽에 나룻터가 한강이었으나 세월이 지남에 따라 토사가 쌓여 인공 섬이 생기면서 광진교 밑에서부터 잠실야구장까지 지금의 석촌호수를 지나는 송파강과 신천강을 이루는 샛강이 생기게 되었다. 1969년 한강 본류의 하상 정비 개발에 착수하면서 이 강을 매립하였으나 일부는 남겨 놓았고 1980년대 초 이 호수를 정비하면서 공원이 만들어지게 되었다.'송파나루공원'은 송파대로가 개통하면서 동서로 같은 모양의 동호, 서호로 나누어져 있으며 호수와 공원으로 조성된 이상적인 형태의 공원으로 조깅 코스 및 산책로가 설치되어 있어 시민들의 휴식 공간으로 널리 이용되고 있다. 석촌호수의 면적은 217,850㎡이며 담수량은 737톤으로 수심은 4~5m이며 수원은 한강물로 1971년에 조성하였다.<br>",연중무휴,02-2147-3385,http://parks.seoul.go.kr
432,송파문화원,송파문화원,A02060700,서울특별시 송파구 올림픽로 44,127.0760526362,37.5096931578,24.0,25.0,23.0,28.0,78.0,22.0,0.0,1.0,8.0,24.0,35.0,32.0,강좌 및 시설에 따라 다름,주차 가능(공영주차장),,http://tong.visitkorea.or.kr/cms/resource/28/1894728_image3_1.jpg,"송파문화원은 1994년 개원하여 많은 향토문화자원을 발굴하여 보급하고 지역주민들의 문화욕구 충족을 위하여 30여 개의 교양강좌를 실시하고 있으며, 다양한 문화적 향수를 느낄수 있도록 여러가지 문화 행사를 실시하고 있다.<br /><br />* 목적사업<br />1) 지역교유문화의 계발·보급·보존·전승 및 선양<br />2) 향토사의 조사·연구 및 자료의 수집, 보존<br />3) 지역문화행사의 개최<br />4) 문화에 관한 자료의 수집·보존 및 보급<br />5) 지역전통문화의 국내·외 교류<br />6) 지역문화에 관한 사회교육활동<br>","토요일, 일요일, 공휴일",02-414-0354,http://www.spcc.or.kr
433,송파여성문화회관,송파여성문화회관,A02060700,서울특별시 송파구 백제고분로42길 5,127.1097385677,37.50592198,98.0,0.0,2.0,0.0,51.0,49.0,0.0,2.0,13.0,38.0,31.0,17.0,"평일 09:00~21:00 <br />
토요일 09:00~17:00",주차가능(324대),,http://tong.visitkorea.or.kr/cms/resource/30/2464630_image3_1.jpg,"2001년 개관한 송파구립 여성문화회관이다. 여성 직업 능력 개발 강좌, 문화교양강좌, 송파여성문화회관 봉사단, 종합심리상담실 등을 운영하며 생활문화대학, 방과후 교실, 지역복지사업, 아이돌봄센터 등의 시설을 갖췄다. 송파실버뜨락, 시니어클럽, 요리교실과 북카페 등 공공 편의시설이 마련됐다. 지하1층 주차장과 연결된 소극장에서 각종 공연과 상연회가 상시 진행된다. 이비인후과와 소아청소년과, 치과 등 병의원이 건물 안에 자리한다. 여성을 위한 주차대행 서비스를 무료로 받을 수 있다.<br>","일요일, 법정공휴일",송파여성문화회관 02-2203-3330,http://www.songpawoman.org
434,수국사(서울),수국사,A02010800,서울특별시 은평구 서오릉로23길 8-5,126.9047680128,37.6159499573,26.0,38.0,24.0,11.0,68.0,32.0,1.0,2.0,14.0,57.0,20.0,7.0,,,None,http://tong.visitkorea.or.kr/cms/resource/06/2551106_image2_1.bmp,"서울시 은평구 구산동 314번지에 소재한 대한불교조계종 수국사는 오랜 역사를 가진 고찰이다. 세조 5년(1459) 맏아들 의경대왕이 요절하자, 고양 봉현 능을 건립하고 원찰(願刹)로 삼아 중창한 것이 정인사(正因寺)인데 이 정인사가 바로 수국사의 전신이다. 정인사는 119칸의 호화찬란한 대찰로 광릉의 봉선사와 맞먹을 만한 풍광이 뛰어난 명찰이었다고 한다. 수덕사는 숙종과 인현왕후 능인 명릉의 원찰 기능까지 수행했지만 조선 후기에는 불상만 남긴 채 폐허가 되었는데 광무 4년(1900) 세자이던 순종이 병으로 위독하자 고종의 명으로 월초스님이 기도하여 병이 쾌차, 스님의 소원으로 수국사를 다시 중창하게 되었다. 1907년에는 불상의 개금과 불화 13점 등이 왕실의 발원으로 이루어지게 되는 등 수국사는 서울 근교의 명찰로 이름을 드날리게 되었다. 

이후 6.25동란으로 피해를 입어 건물 대부분이 파괴되었는데 역대 주지스님들이 계속하여 중창을 거듭해오다 1995년에 황금법당으로 중창하여 현재에 이르고 있다. 우리나라에 존재하는 유일한 금으로 칠해진 황금법당은 외9포, 내15포, 108평 규모에 청기와로 된 전통 목조법당이며 법당 안팎을 기와 이외에는100% 순금으로 개금 불사했다. 현재 수국사에는 보물로 지정된 고려 목아미타불좌상(高麗 木阿彌陀佛坐像) 1점과 불화(아미타후불탱, 십육나한탱, 구품탱, 감로탱, 신중탱, 현왕탱) 6점이 남아있다.",,02-356-2001,http://www.suguksa.org
435,수도박물관,수도박물관,A02040800,서울특별시 성동구 왕십리로 27,127.04229096510001,37.5398751565,62.0,2.0,35.0,1.0,39.0,61.0,0.0,2.0,10.0,32.0,36.0,20.0,"하절기(3~10월) 평일 10:00~20:00 , 공휴일 10:00~19:00
동절기(11~2월) 평일 10:00~19:00 , 공휴일 10:00~18:00",주차 가능(서울 숲 대형 주차장),None,http://tong.visitkorea.or.kr/cms/resource/77/1570777_image3_1.jpg,"뚝섬수원지 제1정수장은 1908년 9월부터 한국 최초로 수돗물을 생산, 공급한 곳이다. 이를 2008년 복원, 정비하여 개관하였으니 100년만이다. 이곳에서 상수도의 역사와 가치를 이해하고 서울시 수돗물‘아리수’생산과정도 살펴본다. 박물관 건물은 근대식 건축물의 특징이 잘 나타나 서울시 유형문화재 제 72호로 지정되었다.<br>","월요일, 1월 1일, 명절당일",02-3146-5936,http://arisumuseum.seoul.go.kr
436,수락산,수락산,A01010400,서울특별시 노원구 상계동 산1-1,127.0732589963,37.6854837875,0.0,100.0,0.0,0.0,61.0,39.0,0.0,4.0,9.0,59.0,16.0,13.0,,,None,http://tong.visitkorea.or.kr/cms/resource/94/739094_image3_1.jpg,"서울 주위에 좋은 산들이 많지만 수락산(높이 638m)은 
계절에 상관없이 언제 찾아가도 나름대로의 특색을 보여주는 산이다. 아기자기한 
암봉들은 저 멀리 설악산이나 월출산을 찾아간 듯한 느낌도 안겨준다. 서울시와 경기도 
의정부시, 남양주시 별내면의 경계에 솟은 수락산에는 금류, 은류, 옥류 폭포와 신라 
때 지은 흥국사, 조선조 때 지어진 내원사, 석림사, 궤산정 등 명소가 산재해 있다. 
수락산 남쪽에는 불암산이 솟아있고, 서쪽으로 마주 보이는 곳에는 도봉산이 의젓하게 
자리잡고 있다. <br />
수락산의 여러 등산코스 중 서울시민들이 선호하는 코스는 지하철 4호선 당고개역 앞에서 시작하여 학림사와 용굴암을 경유하는 코스이다. 
불암산과 잇닿은 쪽의 능선은 봄철이면 철쭉이 아름답다. 산길이 험하지 않고 비교적 
교통이 편리해서 휴일이면 많은 사람들로 붐빈다. <br>",,노원구청 공원녹지과 02-2116-3943,https://www.nowon.kr
437,수락산 당고개지구 공원,수락산 당고개지구 공원,A02020700,서울특별시 노원구 상계로 273,127.0758064644,37.6687552242,7.0,92.0,1.0,0.0,48.0,52.0,0.0,1.0,6.0,18.0,42.0,33.0,연중개방,있음,None,http://tong.visitkorea.or.kr/cms/resource/04/739104_image3_1.jpg,"수락산 당고개지구 공원은 지하철 4호선 당고개역 인근에 있다. 지역주민의 편안한 휴식과 문화공간을 목적으로 지어졌다.  공원 중심에 나선형 광장과 어린이 놀이공간, 야외무대, 소나무 동산, 농구장, 배드민턴장, 체력단련장 등이 조성되어 있다.  열주 이외에 특별한 시설물이 없는 나선형광장은 주민들의 커뮤니티 활성화 공간으로 설계 되어졌다고 한다. 공원내 인기시설로 인공암벽장이 있는데 평일과 주말에 암벽등반 동호인들이 자주 이용한다.",,02-950-3918,http://parks.seoul.go.kr
438,수락산 학림사,수락산 학림사,A02010800,서울특별시 노원구 덕릉로129가길 241,127.0773476077,37.682139805700004,29.0,25.0,23.0,23.0,38.0,62.0,0.0,0.0,4.0,26.0,40.0,29.0,상시운영,,None,http://tong.visitkorea.or.kr/cms/resource/26/2675526_image2_1.jpg,"<strong>노원구 수락산에 위치한 통일신라 승려 원효가 창건한 사찰로 가을 단풍이 아름다운 노원9경(九景)중 한 곳</strong><br>
<br>
멀리서 바라보는 수락산은 드물게 암벽이 우뚝 솟아 봉우리를 이루고 있고, 그 아래로는 울창한 숲이 바다를 이루며 펼쳐져 있다. 이 나무의 바다 속에는 수많은 생명들이 삶을 영위해 가고 있으며, 또한, 크고 작은 많은 사찰들도 자리하여 자연과 더불어 법등을 이어가고 있다. 남쪽 산록에 자리한 학림사는 주변지세가 마치 엄마가 자식을 품고 있는 듯한 모습이다. 그래서 절 이름도 학이 알을 품고 있는 것과 같다고 해서 학림사라 하였다. 경내에는 가지가 늘어지다 못해 처진 듯한 노송(老松)이 당당하게 서 있어 오랜 역사를 말해주는 듯하다.<br>
<br>
이러한 학림사는 서울 근교에 자리한 많은 사찰 가운데 그 역사만큼이나 기도도량으로 명성이 높다. 오백나한전에 가득하신 나한님들의 위신력과 약사전의 약사여래의 가피력은 지성으로 기도를 한 사람들에게 반드시 감응이 있기 때문이다. 또한 학림사는 천혜의 자연 조건이 갖추어져 있어 참배는 물론 가족이 함께 산행까지 겸할 수 있는 웰빙 사찰이라 하지 않을 수 없다. 울창한 숲을 걸으며 삼림욕을 즐기고, 산사에 들러 시원한 감로수 한 모금이면 속세에 찌든 온갖 티끌이 씻겨 내려갈 수 있기 때문이다.<br>
<br>산록에 자리한 학림사가 기도와 웰빙의 도량 역할을 하고 있다면, 노원역 부근에 자리한 학림불교회관은 포교와 교육의 도량으로 자리매김하고 있다. 이곳에서는 다양한 법회와 경전강의, 문화강좌 등을 설치 운영하고 있으며, 유치원과 노인대학을 통하여 복지활동도 펼쳐가고 있기 때문이다. 그러므로 학림사는 명실공히 기도와 수행, 포교와 교육의 도량을 함께 갖춘 사찰로서 역할하기 위해 끊임없이 노력하고 있다.<br>",연중무휴,학림사 02-916-1700,https://www.nowon.kr
439,수암사,수암사,A02010800,서울특별시 노원구 상계동,127.0922016398,37.6880282782,35.0,20.0,27.0,19.0,54.0,46.0,0.0,4.0,13.0,45.0,23.0,16.0,일출시~일몰시,수락산 공용주차장,None,http://tong.visitkorea.or.kr/cms/resource/17/739117_image3_1.jpg,"수락산 중턱의 남향 길상지에 자리한 경관좋고 유서깊은 사찰 수암사는 신라 진평왕 43년(621년)에  화랑세속오계의 원작자인 원광국사께서 삼국통일의 대업을 이루고자 창건 하였다.조선시대 병자호란때 소실된 이후 석국법당만 남아 있던 것을 다시 중건하였다. 경내에는 1962년 도욱스님의 중창 당시에 세워진 25평 규모의 전통양식(단청)의 극락보전을 비롯하여 삼성각, 요사채와 1972년에 건립된 미륵입상 등이 있다. 극락보전 옆의 큰 바위에는 여의주를 쥐고 승천하는 용의 형상이 음각으로 나타나 있고 가람 가운데 마치 여러마리의 용이 꿈틀대며 승천하는 형상을 지닌 적송이 있어 눈길을 끈다.<br>",연중무휴,02-939-3414,
440,숭례문,숭례문,A02010300,서울특별시 중구 세종대로 40,126.9752992762,37.5599855058,27.0,0.0,73.0,0.0,47.0,53.0,0.0,1.0,23.0,35.0,22.0,19.0,"[개방시간] 09:00~18:00<br />
※ 6~8월은 18:30까지 개방<br />
※ 12~2월은 17:30까지 개방",,None,http://tong.visitkorea.or.kr/cms/resource/01/1945801_image3_1.jpg,"숭례문(崇禮門)은 조선 태조 5년(1396)에 최초로 축조되었고 1398년 2월 중건되었다. 이 문은 조선시대 한성 도성의 정문으로  4대문 가운데 남쪽에 위치하므로, 남대문으로도 불린다. 1448년에도 크게 고쳐지었다. 이후 임진왜란과 병자호란 때에도 남대문은 피해를 입지 않았다.처음 만들어졌을 때는 양측에 성벽이 연결되어 있었지만 1908년 도로를 내기 위하여 헐어 내고 성문만 섬처럼 따로 떨어져 있었으나, 2006년 복원 공사를 마치고 지금과 같은 모습을 하게 되었다. 1962년 문화재보호법에 의하여 보물에서 국보 제1호로 지정되었다. 

건물의 평면은 아래.위층이 모두 5칸, 측면 2칸이며,  건물 내부의 아래층 바닥은 홍예의 윗면인 중앙칸만이 우물마루일 뿐, 다른 칸은 흙바닥으로 되어있고 위층은 널마루이다. 편액의 필자에 관하여는 여러가지 설이 있으나, &lt;지봉유설&gt;에는 양녕대군이 쓴 것이라고 기록되어 있다. 다른 문의 편액은 가로로 쓰여 있으나 숭례문이 세로로 쓰여 있는것은 숭례(崇禮)의 두 글자가 불꽃을 의미하여, 경복궁을 마주보는 관악산의 불기운을 누르게 하기 위해서라고 한다. 

현존하는 성문 건물로는 우리나라에서 가장 규모가 큰 남대문은 전형적인 다포(多包)양식의 건물로 견실한 목조건축물의 수범을 보이고 있는 한국 건축사상 중요한 건물의 하나이다.1997년 초 서울시에서 이 문의 경관을 더욱 돋보이게 하기 위하여 조명설비를 새로이 한 바 있다.서울 중구는 2005년 10월부터 통로 보수공사와 홍예문 입구 등 5곳에 대한 지표조사를 실시, 조선 세종때의 것으로 추정되는 아랫부분 석축 기단과 지대석(맨 아래 기초석), 박석(바닥에 까는 돌), 문지도리(문을 다는 돌 구조물) 등을 발굴했다.

이는 1907년께 남대문을 관통하던 전차선로를 내면서 문 주위로 흙을 1미터 가량 쌓아올려 아래쪽 기단과 박석들이 완전히 묻힌 것으로 보인다고 밝혔다. 따라서 중구는 시민들이 지반보다 1.6ｍ 아래에 있는 이들 구조물을 볼 수 있도록 중앙통로 시굴 부분을 그대로 남겨둔 채 관람시설을 설치했다. 숭례문의 중앙통로인 홍예문을 따라 숭례문을 둘러볼 수 있다. 그러나 숭례문은 2008년 2월 10일 화재로 인하여 전소되었고, 5년 3개월에 걸친 복구 사업을 완료하고 2013년 개방되었다. 2013년 5월 1일에는 숭례문 복구를 고하는 '고유제(告由祭)'가 치러졌다.숭례문 복원에는 충남 태안의 안면송이 사용되었다. 안면송은 고려시대부터 궁궐이나 선박용으로 사용되어 왔으며, 이번 숭례문의 석가래, 기둥, 지붕 등에 사용되었다.",월요일,02-779-8547,http://www.junggu.seoul.kr
441,숭인근린공원,숭인근린공원,A02020700,서울특별시 종로구 동망산길 150,127.0178504854,37.576517681999995,0.0,0.0,31.0,69.0,46.0,54.0,0.0,4.0,19.0,38.0,29.0,10.0,,,None,http://tong.visitkorea.or.kr/cms/resource/22/1568222_image3_1.jpg,"1980년에 개원한 도시공원으로 주민들이 휴식과 산책, 가벼운 운동을 할 수 있도록 조성되었다.<br /><br />* 면적 : 42,943m(제곱)<br>",,02-2148-2841,http://parks.seoul.go.kr
442,스파 도향,스파 도향,A02020300,서울특별시 강남구 논현로 611,127.0331260275,37.508298103499996,21.0,22.0,12.0,46.0,88.0,12.0,0.0,5.0,15.0,42.0,27.0,11.0,"10:00~02:00 (접수마감 : 01:00)<br />
※ 명절 당일 제외, 연중무휴","월~토 : 대승주차장 10:00~18:00 (2시간 기준 3,000원)<br />
일 : 스파도향 자체 주차 가능",None,http://tong.visitkorea.or.kr/cms/resource/67/2646367_image2_1.bmp,"* 강남 최대 규모의 토탈 Beauty & Spa<br /><br />스파 도향( 道鄕 ) : 길 도 , 시골 향 Since 2007, 뉴트로 시대의 빠른 변화 속 옛 것의 감성을 찾듯, 기존 스파의 차별화가 아닌 한국 스파의 자존심인 전통 스파를 고집한다. 나만의 케렌시아 공간이 제공 될 수 있도록 최선을 다해 노력하며 고객의 시간과 감성의 가치를 높여 주는 최고의 서비스를 제공하고 스파의 가장 기본적인 덕목인 오감 만족을 지향한다.<br>",,02-6326-0881,https://spadohyang.modoo.at
443,스파레이,스파레이,A02020400,서울특별시 서초구 강남대로107길 5,127.0182354456,37.5178689471,32.0,27.0,24.0,17.0,43.0,57.0,0.0,1.0,4.0,20.0,45.0,31.0,24시간,"차량100대 가능(시간당2,000원)",None,http://tong.visitkorea.or.kr/cms/resource/72/2024972_image3_1.jpg,"서초구 잠원동에 위치한 스파레이는 전통 동유럽 분위기를 물씬 느낄 수 있는 고품격 시설과 다양한 편의 시설이 갖추어진 여성 전용 찜질방 및 사우나이다. 지하1층, 지하2층, 지상 3층으로 구성된 스파레이는 웰빙 이벤트탕, 황토방을 비롯한 스파 시설과 더불어 불한증막, 참숯방 등의 테마 찜질방이 마련되어 있다. 뿐만 아니라 네일아트, 피부관리실, 한식당 및 분식 식당, 인터넷방, 좌욕실 등의 다양한 편의 시설도 마련되어 있어 여성들을 위한 전용 찜질방으로 편리하게 이용할 수 있다.<br>",연중무휴,02-545-4002,http://www.spalei.co.kr
444,승가사(서울),승가사,A02010800,서울특별시 종로구 비봉4길 213,126.96034041950001,37.6265552757,26.0,24.0,24.0,26.0,41.0,59.0,0.0,1.0,6.0,43.0,33.0,18.0,,,None,,"승가사는 진흥왕순수비로 유명한 북한산 비봉에서 동쪽으로 1km쯤 떨어져 있으며, 승가대사를 봉안한 독특한 사찰이다. 승가대사는 서역인으로서 서기 640년에 출생하여 당나라로 건너와 53년간 불교 전교에 헌신한 분으로 갖가지 변화를 자유자재로 하여 기적을 나타내어 동방의 불교 홍법에 큰 획을 이루어 관음보살로 회신되어 중국의 각지에 승가당이 설치되어 있다. 위쪽 암벽에 조각된 마애석불님상은 기실 32현상에 의한 관음보살상으로 승가대사와 인연을 깊게 하고 있다. 신라, 고려, 조선조에 이르기까지 1,400년간 왕상공경(王相公卿)이 국난 때마다 참배 기도드려 가피를 입었으며 백성의 소원도 한 가지만은 꼭들어주는 영험이 따랐다고 한다.  승가사의 명칭도 승가대사를 기리기 위하여 창건의 취지가 담겨져 있다. 승가사는 대한불교 조계종 제1교구에 속한다.<br>",연중무휴,02-379-2996,
